"","Make","Make_Year","Color","Body_Type","Mileage_Run","No_of_Owners","Seating_Capacity","Fuel_Type","Transmission","Transmission_Type","Price"
"578","Maruti Suzuki",2014,"grey","hatchback",39400,"1st",5,"petrol","5-Speed","Automatic",449000
"579","Skoda",2012,"silver","sedan",52326,"1st",5,"petrol","6-Speed","Automatic",538000
"580","Hyundai",2018,"brown","crossover",24310,"1st",5,"petrol","5-Speed","Automatic",883000
"581","Hyundai",2017,"silver","hatchback",25966,"1st",5,"petrol","5-Speed","Automatic",544000
"582","Honda",2011,"black","sedan",90745,"1st",5,"petrol","5-Speed","Automatic",485000
"583","Hyundai",2019,"blue","suv",21628,"1st",5,"petrol","6-Speed","Manual",995000
"584","Renault",2020,"blue","muv",43164,"1st",7,"petrol","5-Speed","Automatic",752000
"585","Maruti Suzuki",2011,"black","hatchback",16061,"2nd",5,"petrol","5-Speed","Manual",266000
"586","Hyundai",2015,"blue","sedan",65025,"1st",5,"petrol","4-Speed","Automatic",551000
"587","Hyundai",2014,"black","hatchback",26974,"1st",5,"petrol","5-Speed","Manual",477000
"588","Maruti Suzuki",2013,"beige","sedan",23778,"1st",5,"petrol","5-Speed","Manual",523000
"589","Hyundai",2020,"black","sedan",7594,"1st",5,"petrol","5-Speed","Automatic",1422000
"590","Maruti Suzuki",2020,"blue","hatchback",21075,"1st",5,"petrol","5-Speed","Manual",430000
"591","Toyota",2020,"brown","sedan",7122,"1st",5,"petrol","6-Speed","Manual",894000
"592","Toyota",2020,"brown","sedan",7122,"1st",5,"petrol","6-Speed","Manual",894000
"593","Toyota",2020,"brown","sedan",7122,"1st",5,"petrol","6-Speed","Manual",894000
"594","Toyota",2020,"brown","sedan",7122,"1st",5,"petrol","6-Speed","Manual",894000
"595","MG Motors",2019,"red","suv",25219,"1st",5,"petrol","6-Speed","Automatic",1700000
"596","Mahindra",2015,"blue","suv",94751,"2nd",7,"diesel","5-Speed","Manual",914000
"597","Maruti Suzuki",2020,"blue","sedan",26246,"1st",5,"petrol","5-Speed","Manual",971000
"598","Maruti Suzuki",2015,"brown","sedan",93570,"2nd",5,"petrol","4-Speed","Automatic",593000
"599","Maruti Suzuki",2014,"white","sedan",70563,"2nd",5,"petrol","4-Speed","Automatic",499000
"600","Ford",2020,"golden","crossover",14965,"1st",5,"petrol","5-Speed","Automatic",728000
"601","Renault",2015,"bronze","hatchback",33390,"1st",5,"petrol","5-Speed","Manual",287000
"602","Maruti Suzuki",2011,"brown","hatchback",53349,"1st",5,"petrol","5-Speed","Manual",373000
"603","Maruti Suzuki",2014,"silver","hatchback",87635,"1st",5,"petrol","5-Speed","Automatic",404000
"604","Maruti Suzuki",2011,"grey","hatchback",77919,"1st",5,"petrol","5-Speed","Manual",318000
"605","Ford",2017,"white","suv",84118,"1st",5,"petrol","6-Speed","Automatic",727000
"606","Hyundai",2018,"white","hatchback",22735,"1st",5,"petrol","5-Speed","Manual",447000
"607","Hyundai",2017,"black","suv",50749,"1st",5,"diesel","6-Speed","Manual",1150000
"608","Honda",2015,"red","muv",45754,"2nd",7,"petrol","5-Speed","Manual",605000
"609","Mahindra",2015,"white","suv",72696,"1st",7,"diesel","6-Speed","Automatic",1117000
"610","Hyundai",2015,"orange","hatchback",99001,"1st",5,"petrol","4-Speed","Automatic",506000
"611","Hyundai",2017,"blue","hatchback",85933,"1st",5,"petrol","5-Speed","Manual",610000
"612","Datsun",2014,"red","hatchback",55890,"2nd",5,"petrol","5-Speed","Manual",290000
"613","Volkswagen",2013,"black","sedan",88105,"1st",5,"petrol","6-Speed","Automatic",542000
"614","MG Motors",2019,"black","suv",20761,"1st",5,"petrol","6-Speed","Automatic",1720000
"615","Maruti Suzuki",2016,"white","hatchback",56280,"1st",5,"petrol","5-Speed","Manual",523000
"616","Honda",2017,"grey","suv",37043,"1st",5,"petrol","5-Speed","Manual",745000
"617","Mahindra",2015,"white","suv",79576,"1st",7,"diesel","6-Speed","Automatic",1052000
"618","Hyundai",2017,"white","sedan",29759,"1st",5,"petrol","5-Speed","Manual",854000
"619","Ford",2017,"red","suv",28559,"1st",5,"petrol","5-Speed","Manual",788000
"620","Maruti Suzuki",2013,"white","hatchback",18214,"1st",5,"petrol","5-Speed","Manual",460000
"621","Hyundai",2015,"white","hatchback",92256,"1st",5,"diesel","6-Speed","Manual",689000
"622","Honda",2015,"silver","muv",42933,"2nd",7,"petrol","5-Speed","Manual",638000
"623","Hyundai",2020,"blue","sedan",18146,"1st",5,"petrol","5-Speed","Automatic",1458000
"624","Hyundai",2016,"red","hatchback",29602,"1st",5,"diesel","6-Speed","Manual",814000
"625","MG Motors",2020,"silver","suv",26994,"1st",5,"petrol","6-Speed","Automatic",1774000
"626","Maruti Suzuki",2013,"white","hatchback",47642,"2nd",5,"petrol","5-Speed","Manual",455000
"627","Maruti Suzuki",2012,"red","hatchback",67041,"1st",5,"petrol","5-Speed","Manual",314000
"628","MG Motors",2020,"red","suv",30234,"1st",5,"diesel","5-Speed","Manual",2019000
"629","MG Motors",2020,"red","suv",30234,"1st",5,"diesel","5-Speed","Manual",2019000
"630","MG Motors",2020,"red","suv",30234,"1st",5,"diesel","6-Speed","Manual",2019000
"631","MG Motors",2020,"red","suv",30234,"1st",5,"diesel","6-Speed","Manual",2019000
"632","Hyundai",2017,"white","hatchback",33545,"1st",5,"diesel","6-Speed","Manual",876000
"633","Toyota",2012,"silver","hatchback",42200,"2nd",5,"petrol","5-Speed","Automatic",423000
"634","Toyota",2012,"silver","hatchback",42200,"2nd",5,"petrol","5-Speed","Automatic",423000
"635","Toyota",2012,"silver","hatchback",42200,"2nd",5,"petrol","5-Speed","Manual",423000
"636","Toyota",2012,"silver","hatchback",42200,"2nd",5,"petrol","5-Speed","Manual",423000
"637","Hyundai",2017,"white","sedan",48583,"1st",5,"petrol","6-Speed","Automatic",1100000
"638","Hyundai",2014,"grey","hatchback",98109,"1st",5,"petrol","5-Speed","Manual",411000
"639","Hyundai",2011,"red","hatchback",70581,"2nd",5,"petrol","5-Speed","Manual",340000
"640","Maruti Suzuki",2018,"red","hatchback",64194,"1st",5,"petrol","5-Speed","Manual",405000
"641","Renault",2015,"white","suv",87057,"1st",5,"diesel","5-Speed","Manual",738000
"642","Hyundai",2012,"white","hatchback",23227,"1st",5,"petrol","5-Speed","Manual",365000
"643","MG Motors",2019,"black","suv",24564,"1st",5,"petrol","6-Speed","Automatic",1700000
"644","Maruti Suzuki",2012,"red","hatchback",39719,"1st",5,"petrol","5-Speed","Manual",422000
"645","MG Motors",2020,"white","suv",51686,"1st",5,"diesel","5-Speed","Manual",1958000
"646","MG Motors",2020,"white","suv",51686,"1st",5,"diesel","5-Speed","Manual",1958000
"647","MG Motors",2020,"white","suv",51686,"1st",5,"diesel","6-Speed","Manual",1958000
"648","MG Motors",2020,"white","suv",51686,"1st",5,"diesel","6-Speed","Manual",1958000
"649","Renault",2018,"bronze","suv",57995,"1st",5,"diesel","6-Speed","Manual",1019000
"650","MG Motors",2020,"red","suv",32604,"1st",5,"diesel","5-Speed","Manual",1978000
"651","MG Motors",2020,"red","suv",32604,"1st",5,"diesel","5-Speed","Manual",1978000
"652","MG Motors",2020,"red","suv",32604,"1st",5,"diesel","6-Speed","Manual",1978000
"653","MG Motors",2020,"red","suv",32604,"1st",5,"diesel","6-Speed","Manual",1978000
"654","Maruti Suzuki",2012,"silver","hatchback",46627,"1st",5,"petrol","5-Speed","Manual",412000
"655","Honda",2017,"grey","sedan",45868,"1st",5,"petrol","5-Speed","Manual",878000
"656","Maruti Suzuki",2013,"brown","hatchback",68876,"1st",5,"petrol","5-Speed","Manual",429000
"657","Ford",2013,"white","suv",47068,"1st",5,"petrol","6-Speed","Automatic",708000
"658","Ford",2014,"white","suv",48060,"1st",5,"petrol","5-Speed","Manual",678000
"659","Maruti Suzuki",2016,"orange","hatchback",80307,"2nd",5,"petrol","5-Speed","Manual",326000
"660","Maruti Suzuki",2013,"red","hatchback",29217,"1st",5,"petrol","5-Speed","Manual",336000
"661","MG Motors",2019,"black","suv",28787,"1st",5,"petrol","6-Speed","Automatic",1589000
"662","Maruti Suzuki",2014,"silver","muv",57964,"2nd",8,"petrol","4-Speed","Manual",335000
"663","Maruti Suzuki",2011,"grey","hatchback",54318,"2nd",5,"petrol","5-Speed","Manual",368000
"664","Hyundai",2014,"grey","hatchback",55319,"1st",5,"petrol","5-Speed","Manual",439000
"665","Ford",2018,"silver","suv",39105,"1st",5,"petrol","6-Speed","Automatic",1066000
"666","MG Motors",2021,"white","suv",49279,"1st",5,"diesel","5-Speed","Manual",1984000
"667","MG Motors",2021,"white","suv",49279,"1st",5,"diesel","5-Speed","Manual",1984000
"668","MG Motors",2021,"white","suv",49279,"1st",5,"diesel","6-Speed","Manual",1984000
"669","MG Motors",2021,"white","suv",49279,"1st",5,"diesel","6-Speed","Manual",1984000
"670","Hyundai",2011,"maroon","hatchback",57259,"2nd",5,"petrol","5-Speed","Manual",328000
"671","Mahindra",2015,"silver","suv",66820,"2nd",7,"diesel","6-Speed","Manual",1055000
"672","Ford",2018,"blue","sedan",21089,"1st",5,"petrol","5-Speed","Manual",555000
"673","Maruti Suzuki",2014,"blue","hatchback",7779,"1st",5,"petrol","5-Speed","Automatic",434000
"674","Hyundai",2011,"red","hatchback",48267,"2nd",5,"petrol","4-Speed","Automatic",348000
"675","Maruti Suzuki",2014,"grey","hatchback",48079,"1st",5,"diesel","5-Speed","Manual",556000
"676","Hyundai",2014,"orange","hatchback",42290,"1st",5,"petrol","5-Speed","Manual",447000
"677","Volkswagen",2014,"blue","hatchback",54723,"1st",5,"diesel","5-Speed","Automatic",569000
"678","Renault",2019,"white","hatchback",23160,"1st",5,"petrol","5-Speed","Automatic",428000
"679","Hyundai",2012,"white","hatchback",41191,"1st",5,"petrol","5-Speed","Manual",455000
"680","Renault",2018,"grey","suv",18005,"1st",5,"diesel","6-Speed","Manual",1164000
"681","Honda",2017,"white","sedan",34480,"1st",5,"petrol","5-Speed","Automatic",1178000
"682","Honda",2019,"brown","sedan",20604,"1st",5,"petrol","5-Speed","Manual",765000
"683","Renault",2021,"grey","suv",9015,"1st",5,"petrol","5-Speed","Automatic",885000
"684","Hyundai",2016,"red","hatchback",56348,"1st",5,"petrol","5-Speed","Manual",658000
"685","Honda",2018,"brown","sedan",16006,"1st",5,"petrol","5-Speed","Automatic",1240000
"686","Hyundai",2018,"white","hatchback",27617,"1st",5,"petrol","5-Speed","Automatic",752000
"687","Maruti Suzuki",2019,"grey","hatchback",17246,"1st",5,"petrol","5-Speed","Manual",869000
"688","Maruti Suzuki",2019,"grey","hatchback",17246,"1st",5,"petrol","5-Speed","Manual",869000
"689","Maruti Suzuki",2019,"grey","hatchback",17246,"1st",5,"petrol","5-Speed","Manual",869000
"690","Maruti Suzuki",2019,"grey","hatchback",17246,"1st",5,"petrol","5-Speed","Manual",869000
"691","Ford",2017,"brown","suv",73428,"1st",5,"petrol","6-Speed","Automatic",833000
"692","Hyundai",2018,"brown","sedan",25198,"1st",5,"petrol","6-Speed","Automatic",1171000
"693","Honda",2020,"white","sedan",7981,"1st",5,"petrol","5-Speed","Manual",840000
"694","Hyundai",2016,"white","crossover",65232,"2nd",5,"diesel","6-Speed","Automatic",706000
"695","Chevrolet",2013,"grey","hatchback",52501,"1st",5,"petrol","5-Speed","Manual",273000
"696","Hyundai",2015,"grey","hatchback",91933,"1st",5,"petrol","5-Speed","Manual",603000
"697","Hyundai",2017,"silver","hatchback",39437,"1st",5,"petrol","5-Speed","Automatic",521000
"698","Maruti Suzuki",2018,"white","sedan",50664,"1st",5,"diesel","5-Speed","Automatic",764000
"699","Mahindra",2015,"white","suv",60985,"1st",7,"diesel","6-Speed","Manual",1266000
"700","Hyundai",2020,"blue","suv",37005,"1st",5,"petrol","6-Speed","Manual",1030000
"701","Maruti Suzuki",2015,"white","hatchback",23217,"1st",5,"petrol","5-Speed","Automatic",511000
"702","Maruti Suzuki",2017,"grey","hatchback",46289,"2nd",5,"petrol","5-Speed","Manual",389000
"703","Renault",2018,"red","suv",23783,"1st",5,"diesel","6-Speed","Manual",1137000
"704","Honda",2014,"brown","sedan",55410,"2nd",5,"petrol","5-Speed","Manual",563000
"705","Hyundai",2014,"blue","sedan",38147,"1st",5,"petrol","5-Speed","Manual",465000
"706","Kia",2019,"white","suv",23801,"1st",5,"petrol","7-Speed","Manual",1708000
"707","Maruti Suzuki",2018,"blue","hatchback",16123,"1st",5,"petrol","5-Speed","Manual",751000
"708","Maruti Suzuki",2013,"purple","hatchback",22801,"1st",5,"petrol","5-Speed","Automatic",306000
"709","Maruti Suzuki",2013,"purple","hatchback",22801,"1st",5,"petrol","5-Speed","Automatic",306000
"710","Maruti Suzuki",2013,"purple","hatchback",22801,"1st",5,"petrol","5-Speed","Manual",306000
"711","Maruti Suzuki",2013,"purple","hatchback",22801,"1st",5,"petrol","5-Speed","Manual",306000
"712","Maruti Suzuki",2018,"blue","hatchback",16373,"1st",5,"petrol","5-Speed","Manual",771000
"713","Maruti Suzuki",2016,"red","sedan",31207,"1st",5,"petrol","4-Speed","Automatic",823000
"714","Ford",2019,"white","suv",60197,"1st",5,"petrol","6-Speed","Automatic",980000
"715","Honda",2013,"red","sedan",73382,"1st",5,"petrol","5-Speed","Manual",571000
"716","Maruti Suzuki",2016,"blue","hatchback",62811,"1st",5,"petrol","5-Speed","Manual",614000
"717","Hyundai",2018,"silver","crossover",29086,"1st",5,"petrol","5-Speed","Automatic",843000
"718","Renault",2018,"red","hatchback",12582,"1st",5,"petrol","5-Speed","Manual",410000
"719","Hyundai",2017,"white","hatchback",40158,"1st",5,"petrol","5-Speed","Manual",427000
"720","Hyundai",2013,"bronze","hatchback",50665,"1st",5,"petrol","5-Speed","Manual",484000
"721","Hyundai",2013,"white","sedan",42283,"1st",5,"petrol","5-Speed","Automatic",622000
"722","Maruti Suzuki",2017,"silver","hatchback",79767,"1st",5,"petrol","5-Speed","Automatic",423000
"723","Maruti Suzuki",2018,"blue","sedan",48524,"1st",5,"petrol","5-Speed","Manual",812000
"724","Maruti Suzuki",2021,"silver","hatchback",4704,"1st",5,"petrol","5-Speed","Manual",549000
"725","Maruti Suzuki",2016,"red","hatchback",44272,"1st",5,"petrol","5-Speed","Automatic",525000
"726","Hyundai",2018,"grey","sedan",14197,"1st",5,"petrol","5-Speed","Manual",709000
"727","Hyundai",2017,"blue","hatchback",57359,"1st",5,"petrol","5-Speed","Manual",744000
"728","Honda",2019,"brown","sedan",13791,"1st",5,"petrol","5-Speed","Manual",982000
"729","Maruti Suzuki",2016,"yellow","suv",76060,"1st",5,"diesel","5-Speed","Automatic",881000
"730","Tata",2021,"white","hatchback",5389,"1st",5,"petrol","5-Speed","Manual",834000
"731","Mahindra",2015,"black","suv",64338,"1st",7,"diesel","5-Speed","Manual",916000
"732","Honda",2019,"brown","sedan",17691,"1st",5,"petrol","5-Speed","Manual",880000
"733","Tata",2022,"white","suv",19734,"1st",5,"petrol","5-Speed","Automatic",871000
"734","Hyundai",2017,"silver","hatchback",16150,"1st",5,"petrol","5-Speed","Automatic",594000
"735","Hyundai",2021,"silver","sedan",21557,"1st",5,"petrol","6-Speed","Automatic",1366000
"736","Toyota",2020,"white","hatchback",30130,"1st",5,"petrol","5-Speed","Manual",785000
"737","Toyota",2020,"white","hatchback",30130,"1st",5,"petrol","5-Speed","Manual",785000
"738","Toyota",2020,"white","hatchback",30130,"1st",5,"petrol","5-Speed","Manual",785000
"739","Toyota",2020,"white","hatchback",30130,"1st",5,"petrol","5-Speed","Manual",785000
"740","Maruti Suzuki",2019,"blue","hatchback",24618,"1st",5,"petrol","5-Speed","Manual",718000
"741","Maruti Suzuki",2020,"blue","hatchback",4337,"1st",5,"petrol","5-Speed","Manual",749000
"742","Maruti Suzuki",2015,"red","hatchback",74114,"2nd",5,"petrol","5-Speed","Manual",320000
"743","Hyundai",2016,"white","suv",52631,"3rd",5,"petrol","6-Speed","Manual",860000
"744","Maruti Suzuki",2021,"blue","sedan",5744,"1st",5,"petrol","5-Speed","Manual",799000
"745","Maruti Suzuki",2019,"silver","hatchback",18988,"1st",5,"petrol","5-Speed","Manual",625000
"746","Maruti Suzuki",2019,"grey","hatchback",18066,"1st",5,"petrol","5-Speed","Manual",411000
"747","Maruti Suzuki",2014,"silver","hatchback",74660,"2nd",5,"diesel","5-Speed","Manual",540000
"748","Maruti Suzuki",2019,"white","hatchback",32801,"1st",5,"petrol","5-Speed","Manual",822000
"749","Maruti Suzuki",2018,"white","sedan",46517,"1st",5,"petrol","5-Speed","Automatic",784000
"750","Hyundai",2019,"blue","suv",44781,"1st",5,"petrol","7-Speed","Manual",1165000
"751","Maruti Suzuki",2019,"blue","muv",27409,"1st",8,"petrol","4-Speed","Manual",396000
"752","Hyundai",2019,"blue","hatchback",23505,"1st",5,"petrol","5-Speed","Automatic",770000
"753","Maruti Suzuki",2021,"red","hatchback",34872,"1st",5,"petrol","5-Speed","Manual",515000
"754","Maruti Suzuki",2020,"red","hatchback",7401,"1st",5,"petrol","5-Speed","Manual",426000
"755","Hyundai",2014,"orange","hatchback",51531,"1st",5,"petrol","4-Speed","Automatic",541000
"756","Hyundai",2017,"white","hatchback",40187,"1st",5,"petrol","5-Speed","Manual",390000
"757","Renault",2017,"bronze","suv",77127,"2nd",5,"diesel","5-Speed","Manual",810000
"758","Ford",2017,"grey","suv",31080,"1st",5,"diesel","5-Speed","Manual",932000
"759","Maruti Suzuki",2019,"blue","hatchback",28967,"1st",5,"petrol","5-Speed","Manual",792000
"760","Hyundai",2017,"white","suv",69302,"1st",5,"petrol","6-Speed","Manual",1238000
"761","Hyundai",2020,"red","hatchback",14502,"1st",5,"petrol","5-Speed","Automatic",769000
"762","Hyundai",2014,"blue","hatchback",38213,"1st",5,"petrol","5-Speed","Manual",635000
"763","Maruti Suzuki",2016,"white","hatchback",54635,"1st",5,"petrol","5-Speed","Automatic",481000
"764","Honda",2018,"brown","sedan",32939,"1st",5,"petrol","5-Speed","Automatic",1185000
"765","Skoda",2012,"beige","sedan",99495,"1st",5,"diesel","5-Speed","Manual",466000
"766","Renault",2019,"red","hatchback",23342,"1st",5,"petrol","5-Speed","Manual",489000
"767","Hyundai",2020,"black","sedan",32464,"1st",5,"petrol","7-Speed","Automatic",1454000
"768","Honda",2019,"red","suv",30457,"1st",5,"diesel","6-Speed","Manual",1032000
"769","Toyota",2021,"red","hatchback",6738,"1st",5,"petrol","5-Speed","Manual",847000
"770","Toyota",2021,"red","hatchback",6738,"1st",5,"petrol","5-Speed","Manual",847000
"771","Toyota",2021,"red","hatchback",6738,"1st",5,"petrol","5-Speed","Manual",847000
"772","Toyota",2021,"red","hatchback",6738,"1st",5,"petrol","5-Speed","Manual",847000
"773","Honda",2020,"brown","sedan",18402,"1st",5,"petrol","6-Speed","Manual",1411000
"774","Ford",2013,"silver","suv",95381,"1st",5,"diesel","5-Speed","Manual",559000
"775","Honda",2016,"orange","hatchback",22856,"1st",5,"petrol","5-Speed","Manual",625000
"776","Maruti Suzuki",2019,"white","sedan",15251,"2nd",5,"petrol","4-Speed","Automatic",999000
"777","Hyundai",2017,"grey","hatchback",57394,"1st",5,"petrol","5-Speed","Manual",677000
"778","Maruti Suzuki",2020,"grey","muv",26856,"1st",5,"petrol","5-Speed","Manual",495000
"779","Hyundai",2019,"grey","sedan",9421,"1st",5,"petrol","5-Speed","Manual",761000
"780","Maruti Suzuki",2016,"blue","hatchback",56204,"2nd",5,"petrol","5-Speed","Manual",647000
"781","Honda",2017,"grey","sedan",16936,"1st",5,"petrol","5-Speed","Manual",877000
"782","Maruti Suzuki",2021,"silver","sedan",15443,"1st",5,"petrol","5-Speed","Manual",734000
"783","Hyundai",2016,"grey","hatchback",49826,"1st",5,"petrol","5-Speed","Manual",661000
"784","Maruti Suzuki",2020,"grey","hatchback",7140,"1st",5,"petrol","5-Speed","Manual",446000
"785","Maruti Suzuki",2019,"blue","hatchback",26533,"1st",5,"petrol","5-Speed","Manual",814000
"786","Maruti Suzuki",2019,"white","hatchback",15928,"1st",5,"petrol","5-Speed","Manual",391000
"787","Hyundai",2021,"grey","hatchback",14133,"1st",5,"petrol","6-Speed","Automatic",1034000
"788","Maruti Suzuki",2015,"blue","hatchback",29978,"2nd",5,"petrol","5-Speed","Manual",350000
"789","Maruti Suzuki",2018,"grey","sedan",32454,"1st",5,"petrol","5-Speed","Automatic",763000
"790","Maruti Suzuki",2012,"beige","sedan",70628,"1st",5,"diesel","5-Speed","Manual",487000
"791","Ford",2020,"grey","hatchback",11762,"1st",5,"diesel","5-Speed","Manual",787000
"792","Ford",2020,"grey","hatchback",11762,"1st",5,"diesel","5-Speed","Manual",787000
"793","Ford",2020,"grey","hatchback",11762,"1st",5,"diesel","5-Speed","Manual",787000
"794","Ford",2020,"grey","hatchback",11762,"1st",5,"diesel","5-Speed","Manual",787000
"795","Hyundai",2017,"white","hatchback",18411,"1st",5,"petrol","5-Speed","Automatic",526000
"796","Hyundai",2018,"grey","hatchback",42101,"1st",5,"petrol","5-Speed","Automatic",571000
"797","Toyota",2018,"brown","sedan",73664,"1st",5,"petrol","5-Speed","Manual",1011000
"798","Toyota",2018,"brown","sedan",73664,"1st",5,"petrol","5-Speed","Manual",1011000
"799","Toyota",2018,"brown","sedan",73664,"1st",5,"petrol","5-Speed","Manual",1011000
"800","Toyota",2018,"brown","sedan",73664,"1st",5,"petrol","5-Speed","Manual",1011000
"801","Maruti Suzuki",2016,"brown","sedan",69045,"1st",5,"petrol","5-Speed","Manual",699000
"802","Hyundai",2016,"white","hatchback",25382,"1st",5,"petrol","5-Speed","Manual",726000
"803","Hyundai",2015,"red","sedan",68611,"1st",5,"petrol","5-Speed","Manual",517000
"804","Hyundai",2016,"white","hatchback",30045,"2nd",5,"petrol","4-Speed","Automatic",573000
"805","Hyundai",2018,"red","hatchback",11225,"1st",5,"petrol","5-Speed","Manual",454000
"806","Renault",2015,"silver","muv",73760,"1st",8,"diesel","6-Speed","Manual",625000
"807","Ford",2019,"blue","suv",67732,"1st",5,"diesel","5-Speed","Automatic",955000
"808","Maruti Suzuki",2011,"red","hatchback",67463,"2nd",5,"petrol","5-Speed","Manual",274000
"809","Renault",2021,"grey","suv",30322,"1st",5,"petrol","5-Speed","Automatic",926000
"810","Maruti Suzuki",2019,"white","hatchback",15878,"2nd",5,"petrol","5-Speed","Manual",465000
"811","Volkswagen",2016,"silver","hatchback",44885,"1st",5,"petrol","5-Speed","Manual",663000
"812","Maruti Suzuki",2019,"blue","hatchback",31171,"1st",5,"petrol","5-Speed","Manual",812000
"813","Maruti Suzuki",2019,"blue","hatchback",31171,"1st",5,"petrol","5-Speed","Manual",812000
"814","Maruti Suzuki",2019,"blue","hatchback",31171,"1st",5,"petrol","5-Speed","Manual",812000
"815","Maruti Suzuki",2019,"blue","hatchback",31171,"1st",5,"petrol","5-Speed","Manual",812000
"816","Honda",2016,"silver","sedan",43992,"1st",5,"petrol","5-Speed","Manual",896000
"817","Maruti Suzuki",2020,"silver","sedan",17050,"1st",5,"petrol","5-Speed","Manual",978000
"818","Maruti Suzuki",2020,"grey","hatchback",6470,"1st",5,"petrol","5-Speed","Manual",541000
"819","Nissan",2022,"brown","suv",3832,"1st",5,"petrol","5-Speed","Automatic",1106000
"820","Maruti Suzuki",2015,"blue","hatchback",47060,"1st",5,"petrol","5-Speed","Automatic",464000
"821","Hyundai",2020,"blue","suv",37489,"1st",5,"petrol","6-Speed","Manual",994000
"822","Hyundai",2020,"grey","hatchback",30169,"1st",5,"petrol","5-Speed","Automatic",809000
"823","Honda",2015,"white","sedan",53600,"2nd",5,"petrol","5-Speed","Manual",544000
"824","Maruti Suzuki",2013,"silver","sedan",61796,"1st",5,"diesel","5-Speed","Manual",538000
"825","Volkswagen",2016,"brown","sedan",26094,"1st",5,"petrol","5-Speed","Automatic",607000
"826","Maruti Suzuki",2016,"brown","sedan",99144,"1st",5,"petrol","5-Speed","Automatic",754000
"827","Hyundai",2017,"white","sedan",49335,"2nd",5,"petrol","5-Speed","Manual",618000
"828","Maruti Suzuki",2019,"blue","hatchback",13197,"1st",5,"petrol","5-Speed","Manual",814000
"829","Toyota",2011,"silver","hatchback",50857,"1st",5,"petrol","5-Speed","Manual",406000
"830","Hyundai",2019,"blue","suv",12156,"1st",5,"petrol","6-Speed","Manual",997000
"831","Hyundai",2017,"white","hatchback",39525,"2nd",5,"petrol","5-Speed","Manual",523000
"832","Maruti Suzuki",2019,"red","hatchback",27951,"1st",5,"petrol","5-Speed","Manual",425000
"833","Hyundai",2021,"silver","hatchback",25975,"1st",5,"petrol","6-Speed","Automatic",1026000
"834","Hyundai",2011,"grey","hatchback",89303,"1st",5,"petrol","5-Speed","Manual",353000
"835","Maruti Suzuki",2015,"silver","hatchback",24655,"1st",5,"petrol","5-Speed","Automatic",490000
"836","Renault",2017,"grey","suv",54260,"2nd",5,"diesel","5-Speed","Manual",862000
"837","Maruti Suzuki",2017,"grey","muv",39484,"1st",5,"petrol","5-Speed","Manual",425000
"838","Hyundai",2015,"grey","hatchback",32754,"1st",5,"petrol","5-Speed","Manual",548000
"839","Hyundai",2014,"orange","hatchback",66963,"1st",5,"petrol","5-Speed","Manual",465000
"840","Hyundai",2018,"beige","hatchback",33581,"1st",5,"petrol","5-Speed","Manual",505000
"841","Mahindra",2017,"white","suv",41060,"1st",7,"diesel","5-Speed","Manual",1166000
"842","Hyundai",2020,"blue","suv",49130,"1st",5,"petrol","6-Speed","Manual",1099000
"843","Maruti Suzuki",2021,"grey","hatchback",4773,"1st",5,"petrol","5-Speed","Manual",459000
"844","Maruti Suzuki",2021,"silver","muv",14560,"1st",5,"petrol","5-Speed","Manual",506000
"845","Renault",2013,"silver","suv",88547,"1st",5,"diesel","5-Speed","Manual",618000
"846","Volkswagen",2016,"brown","sedan",46922,"2nd",5,"petrol","5-Speed","Automatic",544000
"847","Hyundai",2012,"black","hatchback",64378,"1st",5,"petrol","5-Speed","Manual",334000
"848","Maruti Suzuki",2018,"blue","hatchback",41244,"1st",5,"petrol","5-Speed","Manual",764000
"849","Maruti Suzuki",2011,"black","hatchback",60256,"2nd",5,"petrol","5-Speed","Manual",245000
"850","Ford",2011,"green","hatchback",84494,"2nd",5,"petrol","5-Speed","Manual",290000
"851","Maruti Suzuki",2018,"blue","muv",58025,"1st",7,"diesel","5-Speed","Manual",1091000
"852","Hyundai",2015,"white","sedan",89133,"1st",5,"petrol","5-Speed","Manual",470000
"853","Renault",2019,"white","hatchback",60983,"1st",5,"petrol","5-Speed","Manual",430000
"854","Honda",2014,"silver","sedan",61881,"2nd",5,"petrol","5-Speed","Manual",430000
"855","Renault",2021,"white","muv",32340,"1st",7,"petrol","5-Speed","Manual",749000
"856","Hyundai",2017,"silver","hatchback",37237,"2nd",5,"petrol","5-Speed","Automatic",529000
"857","Maruti Suzuki",2017,"grey","hatchback",64528,"1st",5,"diesel","5-Speed","Manual",722000
"858","Datsun",2015,"white","hatchback",73892,"1st",5,"petrol","5-Speed","Manual",279000
"859","Maruti Suzuki",2015,"grey","hatchback",68796,"1st",5,"petrol","5-Speed","Manual",620000
"860","Mahindra",2015,"silver","suv",40438,"1st",7,"diesel","6-Speed","Manual",1130000
"861","Hyundai",2020,"red","suv",12699,"1st",5,"petrol","6-Speed","Manual",1043000
"862","Maruti Suzuki",2018,"grey","hatchback",23745,"1st",5,"petrol","5-Speed","Manual",401000
"863","Maruti Suzuki",2016,"silver","muv",38717,"1st",5,"petrol","4-Speed","Manual",335000
"864","Honda",2019,"red","suv",73732,"1st",5,"diesel","6-Speed","Manual",915000
"865","Renault",2021,"red","hatchback",16742,"1st",5,"petrol","5-Speed","Automatic",528000
