,case_type,age,sex,race,is_poor,bond,bond_type,prior_F,prior_M,gini,released,sentence_type,sentence,bond_NA,held_wo_bail,sentence_NA
10692,M,29.0,M,A,1.0,1000.0,3,0.0,0.0,0.42,1.0,0.0,0.985626283367556,False,False,False
10693,M,42.0,M,B,0.0,1000.0,2,0.0,0.0,0.42,1.0,0.0,0.0,False,False,False
10694,F,22.0,M,W,0.0,,1,0.0,2.0,0.42,1.0,1.0,12.0,True,True,False
10695,M,49.0,F,W,0.0,1000.0,3,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
10696,M,55.0,F,W,0.0,1000.0,3,0.0,0.0,0.42,1.0,1.0,4.0,False,False,False
10697,F,24.0,M,W,,,1,2.0,3.0,0.42,0.0,0.0,0.0,True,True,False
10698,M,50.0,F,W,0.0,0.0,4,0.0,1.0,0.42,1.0,0.0,0.0,False,False,False
10699,F,59.0,M,W,0.0,1500.0,3,0.0,0.0,0.42,1.0,0.0,6.0,False,False,False
10700,F,41.0,F,B,0.0,2000.0,3,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
10701,F,26.0,M,W,1.0,1000.0,2,2.0,1.0,0.42,1.0,1.0,12.0,False,False,False
10702,M,33.0,F,W,1.0,1000.0,3,0.0,4.0,0.42,1.0,0.0,0.985626283367556,False,False,False
10703,F,22.0,M,W,0.0,3000.0,3,0.0,0.0,0.42,1.0,0.0,48.0,False,False,False
10704,M,24.0,M,B,1.0,,1,0.0,1.0,0.42,1.0,0.0,24.0,True,True,False
10705,M,26.0,M,W,0.0,2500.0,3,0.0,0.0,0.42,1.0,0.0,12.0,False,False,False
10706,M,32.0,M,B,0.0,1000.0,3,0.0,1.0,0.42,1.0,4.0,0.0,False,False,True
10707,M,25.0,M,W,1.0,1000.0,2,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
10708,M,57.0,M,A,0.0,1000.0,3,0.0,1.0,0.42,1.0,0.0,0.0,False,False,False
10709,F,21.0,M,B,0.0,,1,0.0,0.0,0.42,1.0,0.0,0.0,True,True,False
10710,M,28.0,M,W,,1000.0,2,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
10711,F,34.0,M,B,1.0,,1,8.0,14.0,0.42,1.0,0.0,12.0,True,True,False
10712,F,52.0,M,W,1.0,1500.0,3,1.0,6.0,0.42,1.0,0.0,12.0,False,False,False
10713,F,36.0,F,B,0.0,2500.0,2,0.0,0.0,0.42,1.0,0.0,6.0,False,False,False
10714,M,23.0,F,A,0.0,1000.0,3,0.0,0.0,0.42,1.0,1.0,3.0,False,False,False
10715,M,53.0,M,W,1.0,,1,2.0,3.0,0.42,1.0,1.0,6.0,True,True,False
10716,M,26.0,M,A,0.0,1000.0,3,0.0,0.0,0.42,1.0,1.0,6.0,False,False,False
10717,M,27.0,M,B,1.0,1500.0,2,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
10718,F,66.0,M,B,0.0,1000.0,3,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
10719,F,35.0,M,W,1.0,,1,5.0,4.0,0.42,1.0,0.0,12.0,True,True,False
10720,M,25.0,M,B,0.0,3000.0,3,0.0,3.0,0.42,1.0,1.0,6.0,False,False,False
10721,M,34.0,F,B,0.0,1000.0,3,0.0,0.0,0.42,1.0,4.0,0.0,False,False,True
10722,M,36.0,M,W,0.0,1000.0,3,1.0,1.0,0.42,1.0,0.0,0.0,False,False,False
10723,F,24.0,M,W,0.0,5000.0,3,0.0,0.0,0.42,1.0,1.0,11.9917864476386,False,False,False
10724,M,43.0,M,W,0.0,2500.0,3,0.0,1.0,0.39,1.0,4.0,0.0,False,False,True
10725,S,21.0,M,W,,5000.0,2,2.0,2.0,0.39,1.0,4.0,0.0,False,False,True
10726,F,29.0,F,W,1.0,750.0,2,3.0,3.0,0.39,1.0,4.0,0.0,False,False,True
10727,F,28.0,F,W,0.0,,1,2.0,2.0,0.4,0.0,4.0,0.0,True,True,True
10728,S,46.0,M,W,0.0,,1,0.0,2.0,0.4,0.0,4.0,0.0,True,True,True
10729,F,25.0,F,W,1.0,1000.0,2,1.0,1.0,0.4,1.0,1.0,60.0,False,False,False
10730,F,32.0,M,B,1.0,,1,1.0,8.0,0.46,1.0,0.0,53.0,True,True,False
10731,M,18.0,M,W,0.0,3000.0,3,0.0,0.0,0.41,1.0,0.0,0.0,False,False,False
10732,F,19.0,M,B,0.0,2500.0,3,0.0,0.0,0.44,1.0,0.0,12.0,False,False,False
10733,F,26.0,F,W,0.0,,1,1.0,2.0,0.39,0.0,1.0,60.0,True,True,False
10734,F,25.0,M,W,1.0,1000.0,2,0.0,10.0,0.39,1.0,2.0,60.0,False,False,False
10735,S,28.0,M,W,1.0,,1,0.0,1.0,0.39,0.0,4.0,0.0,True,True,True
10736,M,39.0,M,B,1.0,1500.0,3,0.0,9.0,0.39,1.0,1.0,3.0,False,False,False
10737,M,26.0,M,B,0.0,1000.0,2,0.0,0.0,0.39,1.0,4.0,0.0,False,False,True
10738,M,31.0,M,W,0.0,2500.0,3,0.0,3.0,0.39,1.0,1.0,6.0,False,False,False
10739,F,39.0,M,W,1.0,,1,0.0,5.0,0.46,0.0,4.0,0.0,True,True,True
10740,M,56.0,M,B,0.0,1500.0,3,0.0,3.0,0.46,1.0,0.0,6.0,False,False,False
10741,F,28.0,M,W,0.0,5000.0,2,10.0,5.0,0.46,1.0,1.0,36.0,False,False,False
10742,F,25.0,F,B,1.0,,1,1.0,9.0,0.46,0.0,1.0,72.0,True,True,False
10743,M,30.0,M,W,0.0,0.0,4,0.0,0.0,0.46,1.0,0.0,0.0,False,False,False
10744,M,25.0,M,B,0.0,5000.0,2,0.0,4.0,0.46,1.0,0.0,0.0,False,False,False
10745,F,31.0,M,B,1.0,1000.0,2,0.0,0.0,0.46,1.0,0.0,12.0,False,False,False
10746,F,31.0,M,W,1.0,,1,6.0,9.0,0.46,0.0,2.0,60.0,True,True,False
10747,M,30.0,M,B,1.0,1000.0,3,0.0,0.0,0.46,1.0,0.0,12.0,False,False,False
10748,S,49.0,M,B,1.0,2500.0,3,10.0,13.0,0.46,1.0,1.0,0.328542094455852,False,False,False
10749,S,46.0,M,B,1.0,,1,11.0,5.0,0.46,0.0,4.0,0.0,True,True,True
10750,F,33.0,F,W,1.0,3500.0,2,0.0,8.0,0.46,1.0,4.0,0.0,False,False,True
10751,S,28.0,M,B,,,1,0.0,0.0,0.46,0.0,1.0,0.328542094455852,True,True,False
10752,F,38.0,F,W,1.0,,1,0.0,0.0,0.46,1.0,0.0,12.0,True,True,False
10753,F,31.0,M,W,0.0,,1,20.0,4.0,0.46,0.0,1.0,18.0,True,True,False
10754,F,50.0,F,W,1.0,2000.0,2,2.0,2.0,0.45,1.0,4.0,0.0,False,False,True
10755,S,62.0,M,W,0.0,2500.0,3,0.0,0.0,0.45,1.0,4.0,0.0,False,False,True
10756,M,47.0,M,W,0.0,1000.0,3,0.0,0.0,0.41,1.0,0.0,2.0,False,False,False
10757,S,20.0,F,W,0.0,500.0,2,0.0,0.0,0.41,1.0,0.0,0.0,False,False,False
10758,F,27.0,F,B,1.0,0.0,4,0.0,0.0,0.47,1.0,4.0,0.0,False,False,True
10759,S,25.0,M,W,1.0,2000.0,2,2.0,7.0,0.48,0.0,4.0,0.0,False,False,True
10760,M,32.0,M,W,1.0,1000.0,2,0.0,0.0,0.38,1.0,0.0,0.0,False,False,False
10761,F,22.0,M,W,1.0,2000.0,2,0.0,0.0,0.38,1.0,4.0,0.0,False,False,True
10762,M,25.0,M,B,1.0,1000.0,3,0.0,4.0,0.38,1.0,0.0,0.0,False,False,False
10763,F,19.0,F,W,1.0,2000.0,2,0.0,0.0,0.38,1.0,0.0,0.0,False,False,False
10764,M,22.0,M,W,0.0,1000.0,3,0.0,3.0,0.38,1.0,0.0,0.0,False,False,False
10765,S,22.0,M,B,0.0,,1,,,0.38,0.0,4.0,0.0,True,True,True
10766,F,22.0,F,A,0.0,3000.0,3,0.0,0.0,0.38,1.0,0.0,4.92813141683778,False,False,False
10767,F,38.0,M,W,0.0,,1,0.0,3.0,0.38,0.0,1.0,36.0,True,True,False
10768,M,71.0,M,W,,2000.0,3,0.0,0.0,0.38,1.0,0.0,0.985626283367556,False,False,False
10769,F,33.0,F,W,,3000.0,2,0.0,0.0,0.38,1.0,0.0,6.0,False,False,False
10770,F,59.0,M,W,1.0,7500.0,2,0.0,0.0,0.38,1.0,0.0,12.0,False,False,False
10771,F,34.0,M,W,1.0,,1,0.0,0.0,0.38,0.0,1.0,6.0,True,True,False
10772,M,21.0,M,W,0.0,0.0,4,0.0,0.0,0.38,1.0,0.0,0.0,False,False,False
10773,M,39.0,M,W,,0.0,4,0.0,1.0,0.38,1.0,4.0,0.0,False,False,True
10774,M,23.0,M,B,,2500.0,3,0.0,2.0,0.38,1.0,0.0,0.985626283367556,False,False,False
10775,M,23.0,M,W,0.0,4000.0,3,0.0,0.0,0.38,1.0,4.0,0.0,False,False,True
10776,M,44.0,M,W,,0.0,5,0.0,0.0,0.38,1.0,0.0,2.95687885010267,False,False,False
10777,M,36.0,F,W,0.0,0.0,4,0.0,0.0,0.38,1.0,4.0,0.0,False,False,True
10778,F,37.0,M,W,0.0,3000.0,2,11.0,8.0,0.38,1.0,4.0,0.0,False,False,True
10779,F,33.0,M,B,1.0,3500.0,2,0.0,6.0,0.38,1.0,1.0,36.0,False,False,False
10780,F,40.0,M,W,0.0,,1,10.0,15.0,0.45,0.0,1.0,12.0,True,True,False
10781,M,63.0,M,B,1.0,1500.0,2,0.0,1.0,0.4,1.0,1.0,12.0,False,False,False
10782,M,55.0,F,W,0.0,2000.0,3,0.0,1.0,0.46,1.0,4.0,0.0,False,False,True
10783,S,20.0,M,W,1.0,,1,,,0.5,1.0,4.0,0.0,True,True,True
10784,F,34.0,M,W,1.0,,1,1.0,8.0,0.5,1.0,1.0,36.0,True,True,False
10785,M,27.0,M,W,0.0,0.0,4,0.0,0.0,0.5,1.0,4.0,0.0,False,False,True
10786,M,22.0,F,W,0.0,1000.0,3,0.0,0.0,0.5,1.0,0.0,2.0,False,False,False
10787,M,48.0,M,W,1.0,,1,0.0,2.0,0.5,1.0,1.0,12.0,True,True,False
10788,M,21.0,F,A,0.0,0.0,4,0.0,0.0,0.5,1.0,4.0,0.0,False,False,True
10789,M,57.0,M,W,1.0,2500.0,2,3.0,2.0,0.5,1.0,1.0,6.0,False,False,False
10790,F,18.0,M,A,,1000.0,2,0.0,0.0,0.39,1.0,1.0,0.985626283367556,False,False,False
10791,M,54.0,M,B,1.0,,1,6.0,14.0,0.47,0.0,1.0,12.0,True,True,False
10792,S,45.0,M,W,0.0,,1,0.0,0.0,0.39,0.0,4.0,0.0,True,True,True
10793,M,23.0,M,W,1.0,3500.0,3,0.0,6.0,0.39,1.0,0.0,2.95687885010267,False,False,False
10794,F,28.0,M,W,0.0,,1,5.0,8.0,0.44,0.0,1.0,72.0,True,True,False
10795,F,48.0,M,W,0.0,,1,1.0,6.0,0.44,0.0,1.0,9.0,True,True,False
10796,F,39.0,M,W,1.0,,1,8.0,5.0,0.44,0.0,1.0,120.0,True,True,False
10797,F,59.0,M,W,1.0,1000.0,2,4.0,2.0,0.43,1.0,1.0,36.0,False,False,False
10798,M,24.0,M,W,0.0,2500.0,3,0.0,0.0,0.43,1.0,0.0,0.985626283367556,False,False,False
10799,M,29.0,M,B,1.0,2500.0,2,5.0,1.0,0.45,1.0,1.0,12.0,False,False,False
10800,F,30.0,M,B,1.0,,1,1.0,8.0,0.4,1.0,4.0,0.0,True,True,True
10801,M,21.0,M,W,1.0,2500.0,3,0.0,0.0,0.4,1.0,4.0,0.0,False,False,True
10802,F,46.0,M,W,1.0,5000.0,2,15.0,5.0,0.38,0.0,2.0,120.0,False,False,False
10803,M,22.0,F,W,0.0,2500.0,3,0.0,0.0,0.38,1.0,1.0,0.985626283367556,False,False,False
10804,M,23.0,M,W,1.0,2500.0,2,0.0,0.0,0.38,1.0,0.0,0.985626283367556,False,False,False
10805,F,20.0,M,B,1.0,2500.0,2,0.0,2.0,0.38,1.0,4.0,0.0,False,False,True
10806,M,20.0,F,W,0.0,2000.0,2,0.0,0.0,0.38,1.0,0.0,0.985626283367556,False,False,False
10807,S,21.0,F,B,1.0,,1,0.0,1.0,0.38,1.0,1.0,0.328542094455852,True,True,False
10808,M,31.0,F,B,0.0,1000.0,2,0.0,2.0,0.38,1.0,0.0,0.0,False,False,False
10809,M,48.0,M,W,0.0,2500.0,3,0.0,0.0,0.38,1.0,4.0,0.0,False,False,True
10810,S,23.0,M,B,1.0,,1,0.0,0.0,0.38,1.0,0.0,0.0,True,True,False
10811,M,24.0,M,W,1.0,,1,0.0,1.0,0.38,1.0,1.0,12.0,True,True,False
10812,M,26.0,F,W,0.0,1000.0,2,0.0,6.0,0.38,1.0,4.0,0.0,False,False,True
10813,F,30.0,M,W,1.0,,1,2.0,4.0,0.38,1.0,4.0,0.0,True,True,True
10814,M,36.0,M,B,1.0,5000.0,2,5.0,12.0,0.38,1.0,1.0,24.0,False,False,False
10815,M,28.0,M,W,0.0,15000.0,2,0.0,1.0,0.38,1.0,0.0,0.985626283367556,False,False,False
10816,M,33.0,M,W,1.0,5000.0,2,0.0,0.0,0.38,1.0,0.0,0.328542094455852,False,False,False
10817,M,44.0,F,B,1.0,2500.0,3,0.0,0.0,0.38,1.0,0.0,0.985626283367556,False,False,False
10818,M,27.0,M,B,1.0,3000.0,2,0.0,4.0,0.38,1.0,4.0,0.0,False,False,True
10819,F,22.0,M,W,1.0,3500.0,2,3.0,1.0,0.43,1.0,1.0,72.0,False,False,False
10820,M,36.0,M,W,1.0,1000.0,2,0.0,1.0,0.43,1.0,0.0,0.985626283367556,False,False,False
10821,F,50.0,M,W,0.0,1000.0,3,0.0,0.0,0.43,1.0,4.0,0.0,False,False,True
10822,F,60.0,M,W,0.0,2500.0,3,0.0,0.0,0.43,1.0,0.0,6.0,False,False,False
10823,S,21.0,M,W,0.0,2500.0,3,0.0,0.0,0.43,1.0,0.0,0.328542094455852,False,False,False
10824,M,27.0,M,W,1.0,1500.0,3,0.0,0.0,0.43,1.0,0.0,0.0,False,False,False
10825,M,27.0,M,W,0.0,0.0,4,0.0,0.0,0.47,1.0,4.0,0.0,False,False,True
10826,F,41.0,M,W,1.0,500.0,2,1.0,8.0,0.47,1.0,1.0,36.0,False,False,False
10827,M,47.0,F,W,1.0,3000.0,3,0.0,1.0,0.47,1.0,1.0,0.985626283367556,False,False,False
10828,F,45.0,F,W,1.0,1600.0,2,5.0,3.0,0.42,1.0,1.0,96.0,False,False,False
10829,F,30.0,M,W,1.0,2500.0,2,1.0,8.0,0.42,0.0,1.0,12.0,False,False,False
10830,M,45.0,M,W,0.0,0.0,4,0.0,1.0,0.44,1.0,0.0,0.0,False,False,False
10831,M,42.0,F,W,0.0,0.0,4,0.0,0.0,0.44,1.0,0.0,0.0,False,False,False
10832,F,36.0,M,W,1.0,,1,0.0,0.0,0.44,0.0,1.0,48.0,True,True,False
10833,M,40.0,M,W,0.0,,1,0.0,6.0,0.44,0.0,0.0,0.0,True,True,False
10834,M,30.0,F,W,0.0,0.0,4,0.0,0.0,0.41,1.0,0.0,0.0,False,False,False
10835,M,25.0,F,W,0.0,0.0,4,0.0,1.0,0.41,1.0,0.0,0.0,False,False,False
10836,M,28.0,M,W,1.0,4500.0,2,1.0,1.0,0.41,1.0,4.0,0.0,False,False,True
10837,S,34.0,M,W,0.0,2500.0,3,2.0,4.0,0.46,1.0,4.0,0.0,False,False,True
10838,F,44.0,M,W,1.0,5000.0,3,0.0,6.0,0.46,1.0,1.0,36.0,False,False,False
10839,S,41.0,M,W,1.0,,1,0.0,0.0,0.46,1.0,0.0,0.0,True,True,False
10840,S,32.0,F,W,0.0,,1,0.0,2.0,0.46,0.0,0.0,0.0,True,True,False
10841,M,31.0,M,W,1.0,2000.0,2,21.0,9.0,0.46,0.0,1.0,0.328542094455852,False,False,False
10842,M,59.0,M,B,0.0,1000.0,3,1.0,4.0,0.42,1.0,1.0,2.6570841889117,False,False,False
10843,F,33.0,M,W,0.0,2500.0,2,0.0,8.0,0.39,1.0,1.0,3.0,False,False,False
10844,F,21.0,M,W,0.0,1500.0,2,0.0,2.0,0.39,1.0,4.0,0.0,False,False,True
10845,F,35.0,M,W,1.0,3500.0,3,0.0,0.0,0.39,1.0,0.0,12.0,False,False,False
10846,M,51.0,M,B,1.0,0.0,4,2.0,2.0,0.39,1.0,4.0,0.0,False,False,True
10847,F,49.0,F,B,1.0,,1,6.0,13.0,0.39,0.0,2.0,60.0,True,True,False
10848,M,64.0,M,W,1.0,2500.0,3,0.0,1.0,0.39,1.0,0.0,3.32854209445585,False,False,False
10849,M,45.0,M,W,1.0,2000.0,2,2.0,11.0,0.39,1.0,1.0,2.85420944558522,False,False,False
10850,M,62.0,M,B,0.0,1500.0,3,0.0,0.0,0.39,1.0,0.0,0.985626283367556,False,False,False
10851,F,40.0,M,W,0.0,1500.0,2,0.0,1.0,0.39,1.0,4.0,0.0,False,False,True
10852,S,33.0,M,B,0.0,1500.0,3,0.0,0.0,0.37,1.0,0.0,0.0,False,False,False
10853,F,46.0,M,W,1.0,,1,5.0,3.0,0.37,1.0,2.0,96.0,True,True,False
10854,F,26.0,F,W,0.0,,1,1.0,1.0,0.37,0.0,1.0,24.0,True,True,False
10855,F,19.0,M,B,1.0,1000.0,2,0.0,0.0,0.37,1.0,1.0,6.0,False,False,False
10856,M,37.0,M,B,0.0,0.0,4,0.0,0.0,0.37,1.0,4.0,0.0,False,False,True
10857,S,46.0,F,B,1.0,,1,0.0,0.0,0.37,0.0,4.0,0.0,True,True,True
10858,S,33.0,M,B,1.0,,1,6.0,3.0,0.37,0.0,0.0,0.0,True,True,False
10859,S,43.0,M,B,1.0,5000.0,3,2.0,1.0,0.42,1.0,4.0,0.0,False,False,True
10860,M,31.0,M,W,1.0,1000.0,3,2.0,3.0,0.49,1.0,0.0,3.0,False,False,False
10861,F,53.0,F,W,1.0,,1,5.0,3.0,0.49,0.0,2.0,18.3285420944559,True,True,False
10862,F,52.0,M,W,1.0,,1,4.0,1.0,0.49,0.0,0.0,60.0,True,True,False
10863,S,39.0,F,W,,1000.0,3,0.0,1.0,0.49,1.0,4.0,0.0,False,False,True
10864,M,23.0,M,B,1.0,,1,2.0,1.0,0.4,0.0,0.0,0.0,True,True,False
10865,M,56.0,M,W,0.0,0.0,4,1.0,11.0,0.4,1.0,0.0,0.0,False,False,False
10866,M,63.0,M,W,0.0,3000.0,3,0.0,0.0,0.4,1.0,0.0,3.0,False,False,False
10867,F,49.0,F,W,1.0,3000.0,3,2.0,0.0,0.4,1.0,0.0,24.0,False,False,False
10868,M,22.0,F,W,0.0,2000.0,3,0.0,0.0,0.45,1.0,0.0,6.0,False,False,False
10869,F,36.0,M,W,1.0,3000.0,3,0.0,2.0,0.45,1.0,1.0,60.0,False,False,False
10870,F,22.0,M,W,1.0,1500.0,2,1.0,8.0,0.45,0.0,1.0,60.0,False,False,False
10871,F,36.0,M,W,1.0,,1,15.0,9.0,0.45,0.0,0.0,60.0,True,True,False
10872,F,36.0,M,W,1.0,,1,3.0,9.0,0.45,0.0,4.0,0.0,True,True,True
10873,F,24.0,F,B,1.0,2000.0,2,0.0,0.0,0.45,1.0,0.0,0.0,False,False,False
10874,F,45.0,M,W,1.0,,1,0.0,1.0,0.45,0.0,1.0,60.0,True,True,False
10875,M,35.0,M,B,0.0,0.0,4,0.0,0.0,0.45,1.0,0.0,0.0,False,False,False
10876,F,23.0,M,W,1.0,,1,2.0,0.0,0.45,0.0,2.0,60.0,True,True,False
10877,M,26.0,M,B,0.0,0.0,4,0.0,6.0,0.38,1.0,0.0,0.0,False,False,False
10878,F,20.0,M,W,1.0,2000.0,2,0.0,0.0,0.38,1.0,0.0,3.0,False,False,False
10879,M,34.0,M,B,0.0,0.0,4,0.0,2.0,0.44,1.0,0.0,0.0,False,False,False
10880,F,35.0,M,W,1.0,,1,0.0,6.0,0.44,0.0,1.0,5.95277207392197,True,True,False
10881,M,32.0,M,W,,,1,0.0,0.0,0.44,1.0,0.0,6.0,True,True,False
10882,M,21.0,F,W,0.0,1500.0,3,0.0,0.0,0.45,1.0,4.0,0.0,False,False,True
10883,S,44.0,M,W,1.0,1000.0,2,11.0,11.0,0.45,1.0,4.0,0.0,False,False,True
10884,M,18.0,F,W,1.0,1000.0,3,0.0,0.0,0.45,1.0,0.0,0.985626283367556,False,False,False
10885,M,27.0,M,W,1.0,1000.0,2,0.0,0.0,0.45,1.0,0.0,0.985626283367556,False,False,False
10886,M,29.0,M,W,0.0,0.0,5,0.0,0.0,0.52,1.0,4.0,0.0,False,False,True
10887,F,25.0,M,B,1.0,1500.0,2,3.0,0.0,0.52,1.0,0.0,120.0,False,False,False
10888,S,23.0,M,B,0.0,3000.0,3,0.0,4.0,0.52,1.0,0.0,0.0,False,False,False
10889,M,18.0,M,W,0.0,1000.0,3,0.0,0.0,0.52,1.0,4.0,0.0,False,False,True
10890,M,65.0,M,W,1.0,1000.0,3,0.0,0.0,0.52,1.0,4.0,0.0,False,False,True
10891,F,24.0,M,B,1.0,,1,0.0,0.0,0.41,1.0,0.0,3.0,True,True,False
10892,M,24.0,M,W,0.0,1000.0,3,0.0,0.0,0.41,1.0,0.0,0.0,False,False,False
10893,F,19.0,F,B,1.0,2500.0,3,0.0,0.0,0.41,1.0,1.0,6.0,False,False,False
10894,F,32.0,M,B,1.0,,1,6.0,12.0,0.41,0.0,2.0,154.0,True,True,False
10895,F,37.0,M,W,1.0,,1,11.0,3.0,0.41,0.0,1.0,83.0,True,True,False
10896,F,24.0,M,W,0.0,3000.0,2,0.0,3.0,0.41,1.0,1.0,120.0,False,False,False
10897,F,32.0,M,W,1.0,,1,17.0,9.0,0.41,0.0,1.0,24.0,True,True,False
10898,M,34.0,M,B,0.0,0.0,4,8.0,12.0,0.41,1.0,0.0,0.0,False,False,False
10899,F,19.0,F,B,1.0,2500.0,3,0.0,0.0,0.41,1.0,1.0,6.0,False,False,False
10900,S,30.0,M,W,0.0,2500.0,2,0.0,5.0,0.43,1.0,4.0,0.0,False,False,True
10901,M,28.0,M,W,0.0,1500.0,3,0.0,2.0,0.43,1.0,4.0,0.0,False,False,True
10902,M,21.0,M,B,0.0,1500.0,3,0.0,0.0,0.43,1.0,4.0,0.0,False,False,True
10903,F,39.0,F,B,1.0,0.0,5,0.0,1.0,0.48,1.0,1.0,0.985626283367556,False,False,False
10904,S,42.0,M,W,1.0,,1,,,0.48,0.0,4.0,0.0,True,True,True
10905,S,19.0,M,W,1.0,2500.0,2,0.0,0.0,0.48,1.0,0.0,0.0,False,False,False
10906,M,51.0,M,W,0.0,2000.0,3,0.0,0.0,0.41,1.0,0.0,6.0,False,False,False
10907,M,44.0,M,W,0.0,0.0,4,0.0,0.0,0.46,1.0,4.0,0.0,False,False,True
10908,F,36.0,M,W,1.0,2500.0,2,3.0,8.0,0.43,1.0,4.0,0.0,False,False,True
10909,F,36.0,M,B,1.0,,1,19.0,8.0,0.43,1.0,2.0,60.0,True,True,False
10910,F,23.0,M,B,1.0,,1,0.0,0.0,0.43,0.0,4.0,0.0,True,True,True
10911,F,18.0,M,B,1.0,,1,0.0,0.0,0.43,0.0,2.0,360.0,True,True,False
10912,F,20.0,M,B,1.0,,1,0.0,0.0,0.43,1.0,4.0,0.0,True,True,True
10913,M,51.0,F,B,1.0,,1,0.0,1.0,0.43,1.0,4.0,0.0,True,True,True
10914,M,26.0,F,B,,1000.0,3,0.0,0.0,0.43,1.0,4.0,0.0,False,False,True
10915,M,27.0,M,W,0.0,0.0,5,0.0,0.0,0.43,1.0,0.0,0.985626283367556,False,False,False
10916,F,59.0,M,W,1.0,,1,0.0,4.0,0.43,1.0,4.0,0.0,True,True,True
10917,F,45.0,M,W,1.0,,1,4.0,3.0,0.43,1.0,4.0,0.0,True,True,True
10918,F,35.0,M,B,1.0,2500.0,2,1.0,0.0,0.43,1.0,0.0,24.0,False,False,False
10919,M,38.0,M,B,1.0,2000.0,3,5.0,7.0,0.43,1.0,1.0,0.328542094455852,False,False,False
10920,F,28.0,F,B,1.0,,1,0.0,2.0,0.45,0.0,1.0,60.0,True,True,False
10921,F,19.0,M,W,0.0,,1,0.0,0.0,0.45,0.0,4.0,0.0,True,True,True
10922,F,30.0,M,W,1.0,,1,0.0,0.0,0.45,0.0,0.0,24.0,True,True,False
10923,M,23.0,M,W,0.0,0.0,4,0.0,0.0,0.45,1.0,0.0,0.0,False,False,False
10924,F,61.0,M,W,1.0,,1,40.0,9.0,0.45,1.0,4.0,0.0,True,True,True
10925,F,42.0,M,B,0.0,,1,0.0,9.0,0.45,1.0,0.0,1.97125256673511,True,True,False
10926,M,34.0,M,W,0.0,0.0,4,0.0,0.0,0.45,1.0,0.0,0.0,False,False,False
10927,M,21.0,M,B,1.0,2500.0,3,0.0,0.0,0.45,1.0,4.0,0.0,False,False,True
10928,F,22.0,M,B,1.0,5000.0,3,0.0,0.0,0.48,1.0,0.0,1.97125256673511,False,False,False
10929,S,24.0,M,B,1.0,2000.0,2,0.0,2.0,0.48,1.0,4.0,0.0,False,False,True
10930,F,27.0,M,B,1.0,,1,2.0,17.0,0.48,0.0,1.0,6.0,True,True,False
10931,M,57.0,M,B,1.0,0.0,5,0.0,2.0,0.48,1.0,0.0,0.328542094455852,False,False,False
10932,F,25.0,M,B,0.0,,1,0.0,1.0,0.5,1.0,4.0,0.0,True,True,True
10933,S,27.0,M,B,1.0,,1,3.0,4.0,0.5,1.0,4.0,0.0,True,True,True
10934,M,36.0,M,W,1.0,2000.0,2,0.0,17.0,0.43,1.0,1.0,0.164271047227926,False,False,False
10935,M,42.0,F,W,0.0,0.0,4,0.0,0.0,0.43,1.0,0.0,0.0,False,False,False
10936,S,49.0,M,B,1.0,1000.0,2,2.0,7.0,0.43,1.0,4.0,0.0,False,False,True
10937,F,24.0,M,W,1.0,,1,2.0,5.0,0.43,,2.0,120.0,True,True,False
10938,M,37.0,M,W,0.0,0.0,4,0.0,5.0,0.43,1.0,0.0,0.0,False,False,False
10939,M,27.0,F,B,1.0,2500.0,3,0.0,2.0,0.43,1.0,4.0,0.0,False,False,True
10940,F,20.0,M,W,1.0,2000.0,2,0.0,0.0,0.43,1.0,0.0,12.0,False,False,False
10941,M,20.0,M,W,1.0,2500.0,3,0.0,0.0,0.43,1.0,4.0,0.0,False,False,True
10942,M,56.0,M,B,0.0,0.0,4,3.0,14.0,0.49,1.0,0.0,0.0,False,False,False
10943,M,52.0,M,B,1.0,1000.0,3,6.0,12.0,0.49,1.0,1.0,0.328542094455852,False,False,False
10944,S,26.0,F,W,0.0,,1,0.0,2.0,0.49,0.0,4.0,0.0,True,True,True
10945,M,58.0,M,W,0.0,1000.0,2,0.0,0.0,0.49,1.0,0.0,18.0,False,False,False
10946,F,45.0,M,B,1.0,2000.0,2,4.0,5.0,0.49,1.0,4.0,0.0,False,False,True
10947,F,27.0,M,B,1.0,,1,0.0,1.0,0.49,0.0,0.0,72.0,True,True,False
10948,F,22.0,M,B,0.0,1000.0,2,0.0,4.0,0.49,1.0,0.0,24.0,False,False,False
10949,F,35.0,M,B,1.0,,1,3.0,2.0,0.49,0.0,4.0,0.0,True,True,True
10950,F,33.0,M,B,1.0,,1,8.0,1.0,0.49,0.0,4.0,0.0,True,True,True
10951,M,26.0,F,W,1.0,5000.0,3,0.0,2.0,0.49,1.0,4.0,0.0,False,False,True
10952,F,31.0,M,W,0.0,,1,1.0,2.0,0.49,1.0,2.0,60.0,True,True,False
10953,S,35.0,M,B,1.0,,1,1.0,0.0,0.49,0.0,4.0,0.0,True,True,True
